CountryID,country,year,AMA exchange rate,IMF based exchange rate,Population,Currency,Per capita GNI,ISIC A-B,Changes in inventories,ISIC F,Exports of goods and services,Final consumption expenditure,General government final consumption expenditure,Gross capital formation,Gross fixed capital formation (including Acquisitions less disposals of valuables),Household consumption expenditure (including Non-profit institutions serving households),Imports of goods and services,ISIC D,ISIC C-E,ISIC J-P,Total Value Added,ISIC I,ISIC G-H,Gross National Income(GNI) in USD,gdp
40, Austria ,1981,1.157448118,1.157448118,7566316, Euro ,9377,2817764745,-262932736,5185452297,23440790639,53579981736,12760559005,19126219710,19389152446,40819422730,25142150700,14741583006,17932571823,20478957666,63065118593,5729930095,10920441967,70950603965,71031275399
40, Austria ,1982,1.239744046,1.239744046,7571289, Euro ,9417,2598632121,-31510536,4986456131,22623039075,54169683012,13076182983,17518936321,17550446857,41093500030,23074994461,14352311555,17654140600,21318630068,63369567726,5785444959,11026263848,71295953604,71272755267
40, Austria ,1983,1.305446344,1.305446344,7559110, Euro ,9565,2460832737,-520696238,4943826552,21980406260,55696453028,13231083816,16617840399,17138536636,42465369212,23073568768,14467214514,17626980151,21973610806,64009125431,5851580014,11152295171,72299244934,72118456194
40, Austria ,1984,1.454116795,1.454116795,7558563, Euro ,9008,2435444397,349547575,4172789780,22265635136,51782507612,12501497860,16163322701,15813775125,39281009752,22995089609,13389346212,16300503634,21255111150,59785861223,5376045936,10245966326,68088950866,67984559664
40, Austria ,1985,1.503564603,1.503564603,7562114, Euro ,9192,2175440746,387200523,4293158863,24231349248,52923967396,12890870115,16964951128,16577750606,40033097281,24398241312,13889684930,16833838372,21961288823,61208238373,5486996780,10457514789,69511114339,69388407938
40, Austria ,1986,1.109505849,1.109505849,7567248, Euro ,13072,3195843360,49266076,5983096174,31689142543,74947653569,18604279571,23504882849,23455616773,56343373998,31708125769,19815585489,23984380817,31671273417,87714066845,7873580186,15005892891,98915478547,99035642853
40, Austria ,1987,0.918766306,0.918766306,7572380, Euro ,16381,3970423247,-231823913,7684951825,38998025687,93796428363,23285022384,29872999066,30104822979,70511405979,39049324912,24103711745,29259770548,40368446317,1.1E+11,9876383355,18822808735,1.24E+11,1.24E+11
40, Austria ,1988,0.897339932,0.897339932,7583761, Euro ,17630,4064619404,809375549,8285222060,44094610735,99722921945,24684697749,34138961063,33329585514,75038224197,44655541974,26006646163,31072501629,43197823274,1.18E+11,10724586315,20440231835,1.34E+11,1.33E+11
40, Austria ,1989,0.961510045,0.961510045,7619391, Euro ,17535,4008512674,1472536879,8040535763,46606780919,98688295076,24206350345,35233444716,33760907837,74481944731,47282889301,25827567522,30936722260,43265409377,1.18E+11,10814172260,20609634355,1.34E+11,1.33E+11
40, Austria ,1990,0.826278012,0.826278012,7678729, Euro ,21778,5155707566,1809973130,10462575877,59424706051,1.23E+11,29923711669,44429109151,42619136022,93051708808,59580421195,32596254284,38746748336,53958128298,1.48E+11,13600127262,25919115186,1.67E+11,1.66E+11
40, Austria ,1991,0.848521956,0.848521956,7755638, Euro ,22391,4885717891,492364396,11584870885,60114699047,1.28E+11,31556374966,46745156958,46252792562,96289356396,61622201583,33318504148,39692222193,56776079957,1.54E+11,14247157202,27157502000,1.74E+11,1.74E+11
40, Austria ,1992,0.798625999,0.798625999,7840816, Euro ,24941,4785763680,-104202718,13236157869,64676569593,1.46E+11,36068599116,51114143609,51218346327,1.09E+11,67250799587,36048552436,43365668843,65580518127,1.73E+11,15954532831,30400190467,1.96E+11,1.95E+11
40, Austria ,1993,0.84534367,0.84534367,7905278, Euro ,24148,4196591785,-831479581,13150049142,59897786908,1.43E+11,36742179670,48061152464,48892632044,1.07E+11,60539818096,33238976055,40731802613,66699858782,1.69E+11,15314140530,29185720228,1.91E+11,1.9E+11
40, Austria ,1994,0.830056388,0.830056388,7935365, Euro ,25690,4827185427,-479368638,14871467984,65457389138,1.53E+11,39578217182,53089098083,53568466720,1.13E+11,68856658200,35328491440,42962853624,71237370436,1.81E+11,16218286795,30932842047,2.04E+11,2.04E+11
40, Austria ,1995,0.732650875,0.732650875,7947296, Euro ,30215,5203392408,2707278553,17327557279,80833125343,1.8E+11,47221741196,64513961045,61806682492,1.32E+11,83702445604,43162918499,52220356670,86204073683,2.17E+11,19227043171,36592886080,2.4E+11,2.41E+11
40, Austria ,1996,0.769355138,0.769355138,7958041, Euro ,29798,4703705510,637130989,17346748397,81261470736,1.78E+11,46422618443,62490022683,61852891693,1.32E+11,85022399673,41835023160,50871656127,85067060452,2.12E+11,18632045592,35529989551,2.37E+11,2.37E+11
40, Austria ,1997,0.886917012,0.886917012,7967093, Euro ,26585,4054607082,1190370672,15104930689,78790674908,1.58E+11,41707791687,55779063097,54588692425,1.17E+11,80517488103,37883476726,45914476132,76204209695,1.9E+11,16573613758,31684272153,2.12E+11,2.13E+11
40, Austria ,1998,0.899621738,0.899621738,7975862, Euro ,27198,3914056155,1076107834,15571266689,83702879586,1.61E+11,42675447227,56976813521,55900705687,1.19E+11,84194186078,38689494188,46654575175,78081516976,1.95E+11,17726961598,32662327690,2.17E+11,2.18E+11
40, Austria ,1999,0.938627276,0.938627276,7991377, Euro ,26746,3740302557,2300519126,15217776393,85475408680,1.6E+11,43096371735,56721961284,54421442158,1.16E+11,84489554099,38855433822,46523291113,77636088228,1.93E+11,17665329388,32250735494,2.14E+11,2.17E+11
40, Austria ,2000,1.085400833,1.085400833,8010428, Euro ,24354,3241880688,414316984,13182963897,85305305797,1.44E+11,37824330643,51024182311,50609865326,1.06E+11,82683831856,35846987403,42481421226,70986595582,1.76E+11,15854373308,29878952553,1.95E+11,1.97E+11
40, Austria ,2001,1.11751,1.11751,8039626, Euro ,24210,3296901146,543037646,12528129502,88046549919,1.44E+11,37446832691,49651278288,49108240642,1.07E+11,84694902059,36193600057,43137913755,71060921155,1.76E+11,16319290208,30010156509,1.95E+11,1.97E+11
40, Austria ,2002,1.062551667,1.062551667,8078992, Euro ,26259,3334764898,135033434,13299466222,96705895086,1.54E+11,40199419322,50450469075,50315435642,1.14E+11,88830607453,37826734700,45143254210,77747776971,1.9E+11,18133188817,32782499988,2.12E+11,2.13E+11
40, Austria ,2003,0.886034167,0.886034167,8120104, Euro ,32146,3904172243,528659072,17025449545,1.17E+11,1.91E+11,49667001178,63874195973,63345536901,1.42E+11,1.09E+11,45672459960,54933874822,95992551077,2.34E+11,22107285178,39941495860,2.61E+11,2.62E+11
40, Austria ,2004,0.805365,0.805365,8171217, Euro ,36776,4442966854,1261390798,19372930286,1.41E+11,2.19E+11,56847367343,72403792069,71142401271,1.62E+11,1.32E+11,52168408113,62999472289,1.11E+11,2.68E+11,24678760562,45690426080,3.01E+11,3.01E+11
40, Austria ,2005,0.80412,0.80412,8227034, Euro ,38325,3979281699,2192881659,19690717803,1.54E+11,2.31E+11,61127754564,75279808984,73086927324,1.7E+11,1.43E+11,55002885142,65854835099,1.17E+11,2.81E+11,26057702830,48028316669,3.15E+11,3.16E+11
40, Austria ,2006,0.797140833,0.797140833,8267763, Euro ,40732,4378473482,3483625332,20240877553,1.71E+11,2.43E+11,64704262839,79326296378,75842671046,1.79E+11,1.59E+11,59883420851,71345535973,1.25E+11,3E+11,27337879442,51529376344,3.37E+11,3.36E+11
40, Austria ,2007,0.7306375,0.7306375,8294722, Euro ,46810,5505110263,5373239123,23863133223,2.04E+11,2.75E+11,72855663718,95552185591,90178946468,2.02E+11,1.87E+11,70558053754,83303840824,1.44E+11,3.47E+11,31153041009,59285911276,3.88E+11,3.89E+11
40, Austria ,2008,0.682674711,0.682674711,8321131, Euro ,52144,5775722954,3226602603,26615648274,2.29E+11,3.06E+11,82929950484,1.05E+11,1.02E+11,2.23E+11,2.1E+11,74949136327,89396925058,1.62E+11,3.84E+11,34587116838,66269614584,4.34E+11,4.3E+11
40, Austria ,2009,0.71984336,0.71984336,8342935, Euro ,47942,4588970580,-920741979,24251053736,1.81E+11,2.97E+11,82767506556,91135035294,92055777273,2.14E+11,1.67E+11,65472229978,78958566787,1.54E+11,3.57E+11,31905163377,62601938863,4E+11,4E+11
40, Austria ,2010,0.755044952,0.755044952,8362829, Euro ,47253,4966565223,1883371310,22678848398,2.01E+11,2.9E+11,80308807893,88598513007,86715141698,2.1E+11,1.87E+11,64578049123,77390928641,1.51E+11,3.49E+11,30626375210,62402205161,3.95E+11,3.92E+11
40, Austria ,2011,0.719355254,0.719355254,8391200, Euro ,51551,6043940012,3948772162,24295061324,2.33E+11,3.16E+11,85778146042,1.04E+11,1E+11,2.3E+11,2.21E+11,71547041245,85413986611,1.65E+11,3.84E+11,34073623397,68971123448,4.33E+11,4.31E+11
40, Austria ,2012,0.778293601,0.778293601,8429637, Euro ,48619,5521309686,3180753376,23163841984,2.21E+11,3E+11,81314686238,98168326016,94987572641,2.19E+11,2.1E+11,68399084746,81788093702,1.57E+11,3.64E+11,32158879316,64827347814,4.1E+11,4.09E+11
40, Austria ,2013,0.753159182,0.753159182,8479539, Euro ,50855,5396163385,737453666,24623785313,2.3E+11,3.16E+11,85652238670,1.02E+11,1.01E+11,2.31E+11,2.18E+11,70942971005,85151003328,1.67E+11,3.83E+11,34408795145,66244840669,4.31E+11,4.3E+11
40, Austria ,2014,0.753730737,0.753730737,8546066, Euro ,51787,5307226845,2002717849,25153107173,2.36E+11,3.24E+11,87527795785,1.04E+11,1.02E+11,2.36E+11,2.22E+11,73194626824,86957618692,1.72E+11,3.94E+11,36007938482,68663061593,4.43E+11,4.42E+11
40, Austria ,2015,0.901658962,0.901658962,8642421, Euro ,43744,4313737417,1808643921,21265423864,2.03E+11,2.77E+11,75453605958,90893678748,89085034827,2.01E+11,1.88E+11,63725490950,74856828215,1.5E+11,3.41E+11,31176454952,59030922183,3.78E+11,3.82E+11
40, Austria ,2016,0.904035128,0.904035128,8736487, Euro ,45274,4392063845,2877100590,22072737423,2.07E+11,2.84E+11,77733594445,95950419755,93073319165,2.07E+11,1.92E+11,67434226962,78705514642,1.55E+11,3.53E+11,32485308471,60435074159,3.96E+11,3.96E+11
40, Austria ,2017,0.885205508,0.885205508,8797496, Euro ,46985,5051098257,2945813120,23890870315,2.26E+11,3E+11,81321127498,1.04E+11,1.01E+11,2.19E+11,2.12E+11,70278076016,82142981851,1.65E+11,3.72E+11,34234400619,62237220041,4.13E+11,4.17E+11
40, Austria ,2018,0.846772667,0.846772667,8840513, Euro ,50963,5144143368,5191050881,26366911530,2.52E+11,3.24E+11,87992483572,1.17E+11,1.12E+11,2.36E+11,2.39E+11,76569334980,89048103380,1.79E+11,4.07E+11,37437226343,69822518247,4.51E+11,4.55E+11
40, Austria ,2019,0.893276257,0.893276257,8879940, Euro ,49927,4678966856,742155626,26037768066,2.48E+11,3.16E+11,86520557765,1.13E+11,1.12E+11,2.29E+11,2.32E+11,73767157113,85934994233,1.77E+11,3.97E+11,36839891064,67226123525,4.43E+11,4.45E+11
40, Austria ,2020,0.875506397,0.875506397,8907777, Euro ,49292,4724454343,845853328,27616028944,2.25E+11,3.1E+11,91699981035,1.12E+11,1.11E+11,2.18E+11,2.12E+11,71428570043,84590004430,1.79E+11,3.91E+11,35407965158,59338367120,4.39E+11,4.35E+11
40, Austria ,2021,0.845494139,0.845494139,8922082, Euro ,54082,5822973541,1753045860,31141351298,2.69E+11,3.44E+11,1.04E+11,1.33E+11,1.32E+11,2.4E+11,2.66E+11,79481035892,92956871473,1.95E+11,4.3E+11,37959506191,66613258933,4.83E+11,4.8E+11
51, Armenia ,1990,0.021855389,0.00333,3556539, Armenian Dram ,650,367643883,64972534,405849563,805979714,1540352373,387776218,1085544633,1020572098,1152576156,1066556181,710122348,733000001,328980649,2122359865,166778090,120107678,2310642948,2301720664
51, Armenia ,1991,0.038008117,0.00875,3617631, Armenian Dram ,582,495157393,237054628,236396874,854159657,1594133179,385180884,833900827,596846198,1208952295,1260388677,749182081,774439843,286649298,2003124766,107740145,102741212,2104813571,2101656351
51, Armenia ,1992,0.249797052,0.966,3574555, Armenian Dram ,350,354347656,-191675600,71397960,494401350,1404079819,221740006,20236428,211912028,1182339812,760677511,381869998,436614440,190234431,1177976270,92254892,33126892,1251015563,1251976343
51, Armenia ,1993,3.649535532,9.105,3457349, Armenian Dram ,338,570830173,-29864074,45382487,414004738,1292191831,206524911,114110411,143974485,1085666920,702242786,256813502,289161454,123133477,1123790949,65649450,29633908,1168504858,1168728174
51, Armenia ,1994,158.6687968,288.6508333,3373713, Armenian Dram ,371,511909962,39102577,78674455,554666080,1293197739,121401759,293906823,254804246,1171795980,901470906,276296433,299848591,162690627,1168014684,53447504,61443546,1252536036,1257275245
51, Armenia ,1995,405.9083333,405.9083333,3322782, Armenian Dram ,411,523028564,30030252,83930935,368283962,1568735672,131289800,252007918,221977667,1437445873,836912511,250999194,285214554,212514132,1298881417,60356192,133837041,1365682570,1372097033
51, Armenia ,1996,414.0415,414.0415,3298898, Armenian Dram ,515,555145690,34610535,117329820,443969839,1849691444,163856102,339643591,305033056,1685835342,935249236,301633506,365876758,272846650,1581073876,105193327,164681631,1700008267,1703037605
51, Armenia ,1997,490.8467858,490.8467858,3271418, Armenian Dram ,533,481740061,48535193,132230583,397408529,1950990161,167911011,332126801,283591608,1783079150,998837463,297171631,380658834,306382162,1595144223,133357659,160774925,1744053266,1747514993
51, Armenia ,1998,504.915,504.915,3240550, Armenian Dram ,616,583129367,57227642,151405699,430135359,2181933333,191041106,384928946,327701305,1990892227,1045788148,304121059,419002458,346393461,1819117917,141006298,178180634,1996152541,2017852886
51, Armenia ,1999,535.0618333,535.0618333,3206030, Armenian Dram ,606,497202992,36422933,152915649,458269993,2070057818,200767040,360050168,323627235,1869290778,961352392,315471075,447224449,369986817,1798848817,151244344,180274568,1944251644,1968057835
51, Armenia ,2000,539.5258333,539.5258333,3168523, Armenian Dram ,633,443593468,2493057,196667207,534524623,2157653620,206217377,378861621,376368564,1951436244,1010596034,322634232,492995555,369899776,1846758322,149395425,194206891,2006674744,2038534803
51, Armenia ,2001,555.0782583,555.0782583,3133133, Armenian Dram ,718,542296323,44696761,206394924,645403977,2301535414,218407962,444951287,400254527,2083127452,1022570895,332927129,502754901,382838365,2029562618,160707769,234570337,2248502456,2259108208
51, Armenia ,2002,573.3533333,573.3533333,3105037, Armenian Dram ,809,557446185,12060770,301682108,834512576,2441679871,216801533,547354940,535294170,2224878338,1157961639,360132840,548693110,416828401,2256495020,157815616,274029600,2513275794,2534163311
51, Armenia ,2003,578.7629545,578.7629545,3084102, Armenian Dram ,957,604134881,34449934,442953462,1079683730,2719161628,261750368,723893174,689443240,2457411260,1469117365,430792257,644436182,476157628,2676961675,178956079,330323442,2950575141,2993550393
51, Armenia ,2004,533.4508333,533.4508333,3065745, Armenian Dram ,1277,808814400,34368454,559480409,1272210978,3433139082,332385642,945923627,911555173,3100753440,1694798856,486337600,807645714,608515655,3443619540,230753825,428409537,3915199194,3814176694
51, Armenia ,2005,457.6869406,457.6869406,3047246, Armenian Dram ,1755,934771422,27761860,967895080,1688853247,4361428793,472338073,1587160256,1559398396,3889090720,2215876190,665391355,1088198449,812315714,4698173961,316544821,578448475,5348807167,5225971850
51, Armenia ,2006,416.0403697,416.0403697,3026486, Armenian Dram ,2317,1193585468,14240777,1520291504,1784021136,5437465826,588503668,2436999884,2422759106,4848962158,2621144845,694268547,1119206427,1125835092,6142645655,437297010,746430154,7013743211,6808524718
51, Armenia ,2007,342.0791162,342.0791162,3004393, Armenian Dram ,3355,1678308033,66120550,2273144079,2112923277,7787709183,855589031,3697769746,3631649196,6932120152,3770087104,864782477,1404900290,1686264837,8774575566,690478751,1041479576,10079855456,9817806812
51, Armenia ,2008,305.9694003,305.9694003,2983421, Armenian Dram ,4322,1899826937,114667275,2969761819,2099181171,9863473687,1089779720,5067043075,4952375800,8773693966,4959319157,1033690257,1579176696,2311372660,11020418943,856820423,1403460408,12894585673,12436664185
51, Armenia ,2009,363.2832856,363.2832856,2964296, Armenian Dram ,3160,1460929077,-175397548,1618769030,1600850688,8359467955,1053611860,3187322699,3362720247,7305856095,3890011009,753620105,1182399670,2214606466,8308985498,673151704,1159129551,9366996527,9222356746
51, Armenia ,2010,373.6604667,373.6604667,2946293, Armenian Dram ,3462,1574781324,-70442468,1614365641,2307480043,9087096198,1105741948,3235766876,3306209344,7981354250,4389477669,907097530,1453500672,2249148203,8831429180,669055827,1270577513,10201244601,9875377779
