, CountryID , Country , Year , AMA exchange rate , IMF based exchange rate , Population , Currency , Per capita GNI ," Agriculture, hunting, forestry, fishing (ISIC A-B) ", Changes in inventories , Construction (ISIC F) , Exports of goods and services , Final consumption expenditure , General government final consumption expenditure , Gross capital formation , Gross fixed capital formation (including Acquisitions less disposals of valuables) , Household consumption expenditure (including Non-profit institutions serving households) , Imports of goods and services , Manufacturing (ISIC D) ," Mining, Manufacturing, Utilities (ISIC C-E) ", Other Activities (ISIC J-P) , Total Value Added ," Transport, storage and communication (ISIC I) "," Wholesale, retail trade, restaurants and hotels (ISIC G-H) ", Gross National Income(GNI) in USD , Gross Domestic Product (GDP) 
329,31, Azerbaijan ,2007,0.858123808,0.858123808,8878411, Azerbaijanian Manat ,3178,2215298051.0,41485855.0,2127198876.0,22516214810.0,14231629379.0,3192662846.0,7113891890.0,7072406035.0,11038966533.0,9423348848.0,1647198209.0,19725475319.0,2912283724.0,31217290259.0,2417949461.0,1819084828.0,28219354559.0,33049426816.0
330,31, Azerbaijan ,2008,0.821619579,0.821619579,8999696, Azerbaijanian Manat ,4870,2733625218.0,56108692.0,3408268342.0,32132510811.0,20483689086.0,4149974134.0,9132085205.0,9075976513.0,16333714952.0,11463821265.0,2298752426.0,28692110810.0,5143864763.0,46285776263.0,3263919299.0,3043987831.0,43831112265.0,48851318826.0
331,31, Azerbaijan ,2009,0.803783333,0.803783333,9119628, Azerbaijanian Manat ,4498,2711551620.0,57229353.0,3177846435.0,22870715574.0,23864764551.0,4926825222.0,8392809007.0,8335579655.0,18937939329.0,10235220934.0,2447550128.0,21784726398.0,6618574657.0,41504219628.0,3821925477.0,3389595040.0,41022871006.0,44292408817.0
332,31, Azerbaijan ,2010,0.80265,0.80265,9237202, Azerbaijanian Manat ,5385,2921073943.0,-56687224.0,4285429515.0,28730455367.0,26582071887.0,5756930169.0,9554600386.0,9611287610.0,20825141718.0,10941630848.0,2506571980.0,27337195540.0,6895159783.0,49322245063.0,3937332586.0,3946053697.0,49737992899.0,52905998879.0
333,31, Azerbaijan ,2011,0.789686389,0.789686389,9359014, Azerbaijanian Manat ,6565,3347531422.0,59517298.0,5243853836.0,37215153273.0,31252533091.0,6679487040.0,13367205195.0,13307687897.0,24573046051.0,15882127610.0,2630411299.0,35470663284.0,8487166671.0,62082873264.0,4416563397.0,5117094655.0,61440972876.0,65952763949.0
334,31, Azerbaijan ,2012,0.785645349,0.785645349,9485576, Azerbaijanian Manat ,6930,3581386948.0,-96481192.0,7010669641.0,36912711340.0,34837856571.0,7334479869.0,15550273426.0,15646754618.0,27503376701.0,17620927826.0,2955277469.0,34418074286.0,9927634658.0,65362443799.0,4631479080.0,5793199187.0,65735385610.0,69679913510.0
335,31, Azerbaijan ,2013,0.784541075,0.784541075,9614478, Azerbaijanian Manat ,7330,3979651415.0,-100823274.0,8608472154.0,35905449553.0,38701606528.0,7626114411.0,19028066816.0,19128890090.0,31075492117.0,19474569888.0,3126413743.0,33703397863.0,11710667917.0,69217535846.0,4564196972.0,6651149525.0,70472282131.0,74160553009.0
336,31, Azerbaijan ,2014,0.7843475,0.7843475,9741880, Azerbaijanian Manat ,7502,4002307651.0,59922420.0,9503950736.0,32558910432.0,42377645113.0,8190502296.0,20698478672.0,20638556252.0,34187142816.0,19720085804.0,3541542492.0,30814658044.0,12991945534.0,69613404773.0,4751465390.0,7549077418.0,73082912867.0,75239737489.0
337,31, Azerbaijan ,2015,1.024563819,1.024563819,9863480, Azerbaijanian Manat ,5209,3278858710.0,46849205.0,6343675116.0,20060048606.0,36674826223.0,6585826942.0,14815475352.0,14768626147.0,30088999281.0,18474105426.0,2648932112.0,17482951941.0,10462501023.0,48333738810.0,4225798258.0,6539953762.0,51379132316.0,53076244755.0
338,31, Azerbaijan ,2016,1.595721573,1.595721573,9976248, Azerbaijanian Manat ,3568,2122425402.0,244904880.0,3972434859.0,17580761256.0,27090252297.0,4859118365.0,9724816826.0,9479911946.0,22231133931.0,16528823356.0,1852704163.0,14036283261.0,6624150592.0,34782822360.0,3217227922.0,4810300325.0,35591422070.0,37867007023.0
339,31, Azerbaijan ,2017,1.721154802,1.721154802,10071567, Azerbaijanian Manat ,3904,2291542861.0,229555180.0,3922134134.0,19839877247.0,28168413403.0,4634795191.0,9962845862.0,9733290683.0,23533618212.0,17104504465.0,1920512900.0,16389286985.0,6746865526.0,37959049305.0,3406201460.0,5203018339.0,39321622850.0,40866632048.0
340,31, Azerbaijan ,2018,1.700016667,1.700016667,10152522, Azerbaijanian Manat ,4418,2455740630.0,-265997392.0,3637258458.0,25484220743.0,30437995706.0,4931010480.0,9483495260.0,9749492652.0,25506985226.0,17705002892.0,2176508073.0,20979264909.0,7168106195.0,43466456211.0,3637140812.0,5588945206.0,44853089676.0,47112479289.0
341,31, Azerbaijan ,2019,1.7,1.7,10232753, Azerbaijanian Manat ,4526,2743647059.0,-395882353.0,3587529412.0,23629764706.0,33062058824.0,5358647059.0,9783117647.0,10179000000.0,27703411765.0,17712470588.0,2410470588.0,19932882353.0,7870235294.0,43843352941.0,3729000000.0,5980058824.0,46318529412.0,48174235294.0
342,31, Azerbaijan ,2020,1.7,1.7,10284951, Azerbaijanian Manat ,4125,2877058824.0,426705882.0,3363823529.0,15208764706.0,32918352941.0,6924352941.0,10103705882.0,9677000000.0,25994000000.0,15537823529.0,2604941176.0,14548588235.0,8516882353.0,38664529412.0,3948941176.0,5409235294.0,42422882353.0,42693000000.0
343,31, Azerbaijan ,2021,1.7,1.7,10312992, Azerbaijanian Manat ,5263,3209882353.0,397470588.0,3218176471.0,25487647059.0,36014411765.0,7338176471.0,9457058824.0,9059588235.0,28676235294.0,16336941176.0,3727705882.0,23233882353.0,9395588235.0,50008000000.0,4723294118.0,6227176471.0,54276583194.0,54622176471.0
448,40, Austria ,1970,1.88949369,1.88949369,7465301, Euro ,2069,1070624590.0,,1274548516.0,4210950289.0,10676680798.0,2200714414.0,4771511039.0,4184615721.0,8475966384.0,4222768799.0,4398664412.0,5011171290.0,3590158704.0,14464941177.0,1252595100.0,2265842978.0,15443685338.0,15373056894.0
449,40, Austria ,1971,1.815773195,1.815773195,7498541, Euro ,2394,1086434178.0,,1596314261.0,4828176241.0,12452145489.0,2570411884.0,5541822088.0,5238139337.0,9881733605.0,4883495926.0,5089526769.0,5718958966.0,4193556444.0,16719788223.0,1410951607.0,2713572767.0,17953659680.0,17858749698.0
450,40, Austria ,1972,1.679856786,1.679856786,7542077, Euro ,2937,1318676804.0,,2148302957.0,5940953469.0,15208021430.0,3142377996.0,7058893412.0,7018595334.0,12065643434.0,6036846167.0,6179610767.0,6981026724.0,5042504556.0,20602150344.0,1750562221.0,3361077082.0,22152856904.0,22060179956.0
451,40, Austria ,1973,1.422934093,1.422934093,7584023, Euro ,3906,1729933786.0,,2628412395.0,7945186679.0,20331724529.0,4334758040.0,9516794957.0,8861086443.0,15996966488.0,8127613259.0,7684478894.0,8776034354.0,6626924284.0,25680247558.0,2191891888.0,3727050852.0,29621198346.0,29514760528.0
452,40, Austria ,1974,1.358436953,1.358436953,7597030, Euro ,4655,1910846322.0,,3141316206.0,10244864124.0,24387329818.0,5400896954.0,11444685725.0,10524605483.0,18986432863.0,10716033580.0,9202476300.0,10551280028.0,8148516609.0,30860714722.0,2523213823.0,4585541733.0,35365628790.0,35188342682.0
453,40, Austria ,1975,1.265724584,1.265724584,7576926, Euro ,5310,2050192904.0,,3597373769.0,11254269827.0,29423520297.0,6725801256.0,10879312269.0,11244091467.0,22697719040.0,11418454044.0,9728838420.0,11357743479.0,10037690135.0,35447344891.0,2947743815.0,5456600789.0,40231907183.0,40058428685.0
454,40, Austria ,1976,1.303726421,1.303726421,7563511, Euro ,5696,2193628859.0,433692216.0,3220526971.0,12351828378.0,31925675005.0,7381134453.0,12248406374.0,11814714158.0,24544540552.0,13387670698.0,9559573314.0,11384965638.0,11233663189.0,38144935865.0,3479915904.0,6632235305.0,43081970351.0,42959105617.0
455,40, Austria ,1977,1.201057874,1.201057874,7566358, Euro ,6827,2273317597.0,687464791.0,3959244265.0,14409584561.0,38676444324.0,8768709008.0,15310267220.0,14622802429.0,29907735316.0,16662049707.0,11147996269.0,13361875348.0,13828771417.0,45686757882.0,4220281004.0,8043268253.0,51652386062.0,51547566800.0
456,40, Austria ,1978,1.055330673,1.055330673,7560249, Euro ,8219,2739288048.0,87519488.0,4764693500.0,18066047429.0,45790092353.0,10955761347.0,16460588550.0,16373069062.0,34834331007.0,18958210449.0,13643877376.0,16234659459.0,17219370342.0,55139924162.0,4880452029.0,9301460785.0,62139985741.0,62050455509.0
457,40, Austria ,1979,0.971454111,0.971454111,7547481, Euro ,9815,3171265494.0,1982393176.0,5443097355.0,22833489257.0,54201680162.0,12955974823.0,21697599267.0,19715206091.0,41245705339.0,23983762839.0,15787795770.0,18896760946.0,20368766247.0,65788304354.0,6162859800.0,11745554513.0,74075257089.0,73940789595.0
458,40, Austria ,1980,0.940241128,0.940241128,7547561, Euro ,10883,3550043812.0,1135382157.0,6091052632.0,26005852394.0,60725107928.0,14387698635.0,23616203684.0,22480821527.0,46337409292.0,28827622172.0,17398376231.0,20935760100.0,22831656637.0,72977305638.0,6734249507.0,12834542949.0,82143608344.0,82055323544.0
459,40, Austria ,1981,1.157448118,1.157448118,7566316, Euro ,9377,2817764745.0,-262932736.0,5185452297.0,23440790639.0,53579981736.0,12760559005.0,19126219710.0,19389152446.0,40819422730.0,25142150700.0,14741583006.0,17932571823.0,20478957666.0,63065118593.0,5729930095.0,10920441967.0,70950603965.0,71031275399.0
460,40, Austria ,1982,1.239744046,1.239744046,7571289, Euro ,9417,2598632121.0,-31510536.0,4986456131.0,22623039075.0,54169683012.0,13076182983.0,17518936321.0,17550446857.0,41093500030.0,23074994461.0,14352311555.0,17654140600.0,21318630068.0,63369567726.0,5785444959.0,11026263848.0,71295953604.0,71272755267.0
461,40, Austria ,1983,1.305446344,1.305446344,7559110, Euro ,9565,2460832737.0,-520696238.0,4943826552.0,21980406260.0,55696453028.0,13231083816.0,16617840399.0,17138536636.0,42465369212.0,23073568768.0,14467214514.0,17626980151.0,21973610806.0,64009125431.0,5851580014.0,11152295171.0,72299244934.0,72118456194.0
462,40, Austria ,1984,1.454116795,1.454116795,7558563, Euro ,9008,2435444397.0,349547575.0,4172789780.0,22265635136.0,51782507612.0,12501497860.0,16163322701.0,15813775125.0,39281009752.0,22995089609.0,13389346212.0,16300503634.0,21255111150.0,59785861223.0,5376045936.0,10245966326.0,68088950866.0,67984559664.0
463,40, Austria ,1985,1.503564603,1.503564603,7562114, Euro ,9192,2175440746.0,387200523.0,4293158863.0,24231349248.0,52923967396.0,12890870115.0,16964951128.0,16577750606.0,40033097281.0,24398241312.0,13889684930.0,16833838372.0,21961288823.0,61208238373.0,5486996780.0,10457514789.0,69511114339.0,69388407938.0
464,40, Austria ,1986,1.109505849,1.109505849,7567248, Euro ,13072,3195843360.0,49266076.0,5983096174.0,31689142543.0,74947653569.0,18604279571.0,23504882849.0,23455616773.0,56343373998.0,31708125769.0,19815585489.0,23984380817.0,31671273417.0,87714066845.0,7873580186.0,15005892891.0,98915478547.0,99035642853.0
465,40, Austria ,1987,0.918766306,0.918766306,7572380, Euro ,16381,3970423247.0,-231823913.0,7684951825.0,38998025687.0,93796428363.0,23285022384.0,29872999066.0,30104822979.0,70511405979.0,39049324912.0,24103711745.0,29259770548.0,40368446317.0,110000000000.0,9876383355.0,18822808735.0,124000000000.0,124000000000.0
466,40, Austria ,1988,0.897339932,0.897339932,7583761, Euro ,17630,4064619404.0,809375549.0,8285222060.0,44094610735.0,99722921945.0,24684697749.0,34138961063.0,33329585514.0,75038224197.0,44655541974.0,26006646163.0,31072501629.0,43197823274.0,118000000000.0,10724586315.0,20440231835.0,134000000000.0,133000000000.0
467,40, Austria ,1989,0.961510045,0.961510045,7619391, Euro ,17535,4008512674.0,1472536879.0,8040535763.0,46606780919.0,98688295076.0,24206350345.0,35233444716.0,33760907837.0,74481944731.0,47282889301.0,25827567522.0,30936722260.0,43265409377.0,118000000000.0,10814172260.0,20609634355.0,134000000000.0,133000000000.0
468,40, Austria ,1990,0.826278012,0.826278012,7678729, Euro ,21778,5155707566.0,1809973130.0,10462575877.0,59424706051.0,123000000000.0,29923711669.0,44429109151.0,42619136022.0,93051708808.0,59580421195.0,32596254284.0,38746748336.0,53958128298.0,148000000000.0,13600127262.0,25919115186.0,167000000000.0,166000000000.0
469,40, Austria ,1991,0.848521956,0.848521956,7755638, Euro ,22391,4885717891.0,492364396.0,11584870885.0,60114699047.0,128000000000.0,31556374966.0,46745156958.0,46252792562.0,96289356396.0,61622201583.0,33318504148.0,39692222193.0,56776079957.0,154000000000.0,14247157202.0,27157502000.0,174000000000.0,174000000000.0
470,40, Austria ,1992,0.798625999,0.798625999,7840816, Euro ,24941,4785763680.0,-104202718.0,13236157869.0,64676569593.0,146000000000.0,36068599116.0,51114143609.0,51218346327.0,109000000000.0,67250799587.0,36048552436.0,43365668843.0,65580518127.0,173000000000.0,15954532831.0,30400190467.0,196000000000.0,195000000000.0
471,40, Austria ,1993,0.84534367,0.84534367,7905278, Euro ,24148,4196591785.0,-831479581.0,13150049142.0,59897786908.0,143000000000.0,36742179670.0,48061152464.0,48892632044.0,107000000000.0,60539818096.0,33238976055.0,40731802613.0,66699858782.0,169000000000.0,15314140530.0,29185720228.0,191000000000.0,190000000000.0
472,40, Austria ,1994,0.830056388,0.830056388,7935365, Euro ,25690,4827185427.0,-479368638.0,14871467984.0,65457389138.0,153000000000.0,39578217182.0,53089098083.0,53568466720.0,113000000000.0,68856658200.0,35328491440.0,42962853624.0,71237370436.0,181000000000.0,16218286795.0,30932842047.0,204000000000.0,204000000000.0
473,40, Austria ,1995,0.732650875,0.732650875,7947296, Euro ,30215,5203392408.0,2707278553.0,17327557279.0,80833125343.0,180000000000.0,47221741196.0,64513961045.0,61806682492.0,132000000000.0,83702445604.0,43162918499.0,52220356670.0,86204073683.0,217000000000.0,19227043171.0,36592886080.0,240000000000.0,241000000000.0
474,40, Austria ,1996,0.769355138,0.769355138,7958041, Euro ,29798,4703705510.0,637130989.0,17346748397.0,81261470736.0,178000000000.0,46422618443.0,62490022683.0,61852891693.0,132000000000.0,85022399673.0,41835023160.0,50871656127.0,85067060452.0,212000000000.0,18632045592.0,35529989551.0,237000000000.0,237000000000.0
475,40, Austria ,1997,0.886917012,0.886917012,7967093, Euro ,26585,4054607082.0,1190370672.0,15104930689.0,78790674908.0,158000000000.0,41707791687.0,55779063097.0,54588692425.0,117000000000.0,80517488103.0,37883476726.0,45914476132.0,76204209695.0,190000000000.0,16573613758.0,31684272153.0,212000000000.0,213000000000.0
476,40, Austria ,1998,0.899621738,0.899621738,7975862, Euro ,27198,3914056155.0,1076107834.0,15571266689.0,83702879586.0,161000000000.0,42675447227.0,56976813521.0,55900705687.0,119000000000.0,84194186078.0,38689494188.0,46654575175.0,78081516976.0,195000000000.0,17726961598.0,32662327690.0,217000000000.0,218000000000.0
477,40, Austria ,1999,0.938627276,0.938627276,7991377, Euro ,26746,3740302557.0,2300519126.0,15217776393.0,85475408680.0,160000000000.0,43096371735.0,56721961284.0,54421442158.0,116000000000.0,84489554099.0,38855433822.0,46523291113.0,77636088228.0,193000000000.0,17665329388.0,32250735494.0,214000000000.0,217000000000.0
478,40, Austria ,2000,1.085400833,1.085400833,8010428, Euro ,24354,3241880688.0,414316984.0,13182963897.0,85305305797.0,144000000000.0,37824330643.0,51024182311.0,50609865326.0,106000000000.0,82683831856.0,35846987403.0,42481421226.0,70986595582.0,176000000000.0,15854373308.0,29878952553.0,195000000000.0,197000000000.0
479,40, Austria ,2001,1.11751,1.11751,8039626, Euro ,24210,3296901146.0,543037646.0,12528129502.0,88046549919.0,144000000000.0,37446832691.0,49651278288.0,49108240642.0,107000000000.0,84694902059.0,36193600057.0,43137913755.0,71060921155.0,176000000000.0,16319290208.0,30010156509.0,195000000000.0,197000000000.0
480,40, Austria ,2002,1.062551667,1.062551667,8078992, Euro ,26259,3334764898.0,135033434.0,13299466222.0,96705895086.0,154000000000.0,40199419322.0,50450469075.0,50315435642.0,114000000000.0,88830607453.0,37826734700.0,45143254210.0,77747776971.0,190000000000.0,18133188817.0,32782499988.0,212000000000.0,213000000000.0
481,40, Austria ,2003,0.886034167,0.886034167,8120104, Euro ,32146,3904172243.0,528659072.0,17025449545.0,117000000000.0,191000000000.0,49667001178.0,63874195973.0,63345536901.0,142000000000.0,109000000000.0,45672459960.0,54933874822.0,95992551077.0,234000000000.0,22107285178.0,39941495860.0,261000000000.0,262000000000.0
482,40, Austria ,2004,0.805365,0.805365,8171217, Euro ,36776,4442966854.0,1261390798.0,19372930286.0,141000000000.0,219000000000.0,56847367343.0,72403792069.0,71142401271.0,162000000000.0,132000000000.0,52168408113.0,62999472289.0,111000000000.0,268000000000.0,24678760562.0,45690426080.0,301000000000.0,301000000000.0
483,40, Austria ,2005,0.80412,0.80412,8227034, Euro ,38325,3979281699.0,2192881659.0,19690717803.0,154000000000.0,231000000000.0,61127754564.0,75279808984.0,73086927324.0,170000000000.0,143000000000.0,55002885142.0,65854835099.0,117000000000.0,281000000000.0,26057702830.0,48028316669.0,315000000000.0,316000000000.0
484,40, Austria ,2006,0.797140833,0.797140833,8267763, Euro ,40732,4378473482.0,3483625332.0,20240877553.0,171000000000.0,243000000000.0,64704262839.0,79326296378.0,75842671046.0,179000000000.0,159000000000.0,59883420851.0,71345535973.0,125000000000.0,300000000000.0,27337879442.0,51529376344.0,337000000000.0,336000000000.0
485,40, Austria ,2007,0.7306375,0.7306375,8294722, Euro ,46810,5505110263.0,5373239123.0,23863133223.0,204000000000.0,275000000000.0,72855663718.0,95552185591.0,90178946468.0,202000000000.0,187000000000.0,70558053754.0,83303840824.0,144000000000.0,347000000000.0,31153041009.0,59285911276.0,388000000000.0,389000000000.0
486,40, Austria ,2008,0.682674711,0.682674711,8321131, Euro ,52144,5775722954.0,3226602603.0,26615648274.0,229000000000.0,306000000000.0,82929950484.0,105000000000.0,102000000000.0,223000000000.0,210000000000.0,74949136327.0,89396925058.0,162000000000.0,384000000000.0,34587116838.0,66269614584.0,434000000000.0,430000000000.0
487,40, Austria ,2009,0.71984336,0.71984336,8342935, Euro ,47942,4588970580.0,-920741979.0,24251053736.0,181000000000.0,297000000000.0,82767506556.0,91135035294.0,92055777273.0,214000000000.0,167000000000.0,65472229978.0,78958566787.0,154000000000.0,357000000000.0,31905163377.0,62601938863.0,400000000000.0,400000000000.0
488,40, Austria ,2010,0.755044952,0.755044952,8362829, Euro ,47253,4966565223.0,1883371310.0,22678848398.0,201000000000.0,290000000000.0,80308807893.0,88598513007.0,86715141698.0,210000000000.0,187000000000.0,64578049123.0,77390928641.0,151000000000.0,349000000000.0,30626375210.0,62402205161.0,395000000000.0,392000000000.0
489,40, Austria ,2011,0.719355254,0.719355254,8391200, Euro ,51551,6043940012.0,3948772162.0,24295061324.0,233000000000.0,316000000000.0,85778146042.0,104000000000.0,100000000000.0,230000000000.0,221000000000.0,71547041245.0,85413986611.0,165000000000.0,384000000000.0,34073623397.0,68971123448.0,433000000000.0,431000000000.0
490,40, Austria ,2012,0.778293601,0.778293601,8429637, Euro ,48619,5521309686.0,3180753376.0,23163841984.0,221000000000.0,300000000000.0,81314686238.0,98168326016.0,94987572641.0,219000000000.0,210000000000.0,68399084746.0,81788093702.0,157000000000.0,364000000000.0,32158879316.0,64827347814.0,410000000000.0,409000000000.0
491,40, Austria ,2013,0.753159182,0.753159182,8479539, Euro ,50855,5396163385.0,737453666.0,24623785313.0,230000000000.0,316000000000.0,85652238670.0,102000000000.0,101000000000.0,231000000000.0,218000000000.0,70942971005.0,85151003328.0,167000000000.0,383000000000.0,34408795145.0,66244840669.0,431000000000.0,430000000000.0
492,40, Austria ,2014,0.753730737,0.753730737,8546066, Euro ,51787,5307226845.0,2002717849.0,25153107173.0,236000000000.0,324000000000.0,87527795785.0,104000000000.0,102000000000.0,236000000000.0,222000000000.0,73194626824.0,86957618692.0,172000000000.0,394000000000.0,36007938482.0,68663061593.0,443000000000.0,442000000000.0
493,40, Austria ,2015,0.901658962,0.901658962,8642421, Euro ,43744,4313737417.0,1808643921.0,21265423864.0,203000000000.0,277000000000.0,75453605958.0,90893678748.0,89085034827.0,201000000000.0,188000000000.0,63725490950.0,74856828215.0,150000000000.0,341000000000.0,31176454952.0,59030922183.0,378000000000.0,382000000000.0
494,40, Austria ,2016,0.904035128,0.904035128,8736487, Euro ,45274,4392063845.0,2877100590.0,22072737423.0,207000000000.0,284000000000.0,77733594445.0,95950419755.0,93073319165.0,207000000000.0,192000000000.0,67434226962.0,78705514642.0,155000000000.0,353000000000.0,32485308471.0,60435074159.0,396000000000.0,396000000000.0
495,40, Austria ,2017,0.885205508,0.885205508,8797496, Euro ,46985,5051098257.0,2945813120.0,23890870315.0,226000000000.0,300000000000.0,81321127498.0,104000000000.0,101000000000.0,219000000000.0,212000000000.0,70278076016.0,82142981851.0,165000000000.0,372000000000.0,34234400619.0,62237220041.0,413000000000.0,417000000000.0
496,40, Austria ,2018,0.846772667,0.846772667,8840513, Euro ,50963,5144143368.0,5191050881.0,26366911530.0,252000000000.0,324000000000.0,87992483572.0,117000000000.0,112000000000.0,236000000000.0,239000000000.0,76569334980.0,89048103380.0,179000000000.0,407000000000.0,37437226343.0,69822518247.0,451000000000.0,455000000000.0
